Institution_OrgUEINum_C,Sum,Count,Institution_Name_C
JAXJSTJJSP74,50747265.0,6,Raytheon BBN Technologies Corp.
TKH6LHXEQ6L6,695376.0,6,"NANO-C, INC"
MKKPT9RCLJQ1,1399752.0,6,Science Research Laboratory Inc
SNQ6M7S6TK89,621574.0,6,Georgia State University
M97HQC6N77G5,987091.0,6,National Aeronautics and Space Administration
NIST/Center for Atomic Molecular and Optical Physics,558246.0,6,NIST/Center for Atomic Molecular and Optical Physics
TJNCNAL37AA5,1510811.0,6,"KAPTEYN-MURNANE LABORATORIES, INC."
Endres Machining Innovations,500000.0,6,Endres Machining Innovations
TJ3FN7YQV347,3649517.0,6,Truckee Meadows Community College
N2YNXM7N6U57,644696.0,6,Menlo College
KCVYFHQ5C9A5,1375946.0,6,"Pearlhill Technologies, LLC"
Edmonds Community College,1800959.0,6,Edmonds Community College
JD2AKUCDBVV9,695654.0,6,University of Nebraska at Kearney
Seashell Technology,498650.0,6,Seashell Technology
Kalamazoo College,522102.0,6,Kalamazoo College
TCJKHVANX2C3,692516.0,6,School for American Research
NQTNHLKQMD91,981020.0,6,"UT Dots, Inc."
N2KLACCRD6D5,1174502.0,6,Nanomaterial Innovation Ltd.
ZRHJUJQSBRA4,1099941.0,6,Ginkgo BioWorks
N1XKNBG56BM5,2414055.0,6,National-Louis University
WCFETEM79F29,798439.0,6,"NATURAL SELECTION, INCORPORATED"
KZ88KRY1DJL7,1753535.0,6,Cambrian Innovation Inc
EF36PJXL9658,1340605.0,6,Paine College
KY6WLF6UBMA4,1183583.0,6,"Alberti's Window, LLC"
ZLHJJ57QA2H8,4028301.0,6,Oak Ridge National Laboratory
C2ZGFCULL313,2254548.0,6,PROGRAM SUPPORT CENTER
EdLab Group Foundation,5642679.0,6,EdLab Group Foundation
LYJHZTJK19D4,1745817.0,6,Monmouth University
Z3NEG76HUKC1,480632.0,6,Hamline University
QUF6D3M4P2G1,6913969.0,6,The MIND Research Network
D5DGQNWLLBG9,490651.0,6,New Mexico Museum of Natural History Foundation
C7E3GM85JC66,1680092.0,6,Texas State Technical College
QWEVJJ54B4T3,2827538.0,6,Seminole State College of Florida
SUNY College at Plattsburgh,493587.0,6,SUNY College at Plattsburgh
PQXYE3ZYEHY3,2010526.0,6,GUARDIANS OF HONOR
ENHFETGG2L51,1961712.0,6,SUNY System Administration
NYS2M8GP8GH5,52957765.0,6,Internationales Institut fur angewandte Systemanalyse
KHMQUXDA2K33,1769778.0,6,Federation of American Scientists
Kettering University,900130.0,6,Kettering University
C8TZDJXEV253,2351661.0,6,University of Maine at Machias
EV8VCNMVGA35,1114588.0,6,Nuvogen Research
D6APGYJ4HLF9,2946005.0,6,NatureServe
J7SRMNEAHD36,5455694.0,6,MORNINGSIDE UNIVERSITY
VBVKFE7E5FJ9,2384069.0,6,University of Tennessee Martin
V8HZGBWUKGA5,1264730.0,6,Hiram College
N95EBGFG3899,25501139.0,6,South Carolina Research Authority
American Institute of Biological Sciences,140648.0,6,American Institute of Biological Sciences
D6M2SL1TEZK3,949747.0,6,"Kent Optronics, Inc."
"Iris AO, Inc.",697031.0,6,"Iris AO, Inc."
KGVKBENBEGZ3,2930488.0,6,Zoological Society of San Diego
R15MPFWYNV65,9049698.0,6,Youth Radio
LCC3J3MGFGQ3,722641.0,6,Assumption College
QP4KGBTHNPK3,2845044.0,6,Community College of Allegheny County Allegheny Campus
TVLDF2MKKJN9,941403.0,6,Environmental Law Institute
PWD4DJFNQ3M4,1399668.0,6,United Science LLC
YLHDAMGR94H5,3108509.0,6,Council on Competitiveness
LCB3RJV64HB5,1177236.0,6,Sea Research Foundation
LZ77YVSDKEZ7,517164.0,6,NOAA Pacific Marine Environmental Laboratory
KZGTDQZ6ZMU6,92426.0,6,Fort Worth Museum of Science and History
REACTIVE NANOTECHNOLOGIES INC,800000.0,6,REACTIVE NANOTECHNOLOGIES INC
VQAHSKM9DWC5,5274131.0,6,East Los Angeles College
VRBCEWA54AK5,1314929.0,6,Western New Mexico University
F6LJRCDFCVT7,2127060.0,6,Saint Ambrose University
YPJAAHB6HMM70005,97125.0,6,UNITED STATES POSTAL SERVICE
University of Wisconsin-Whitewater,610079.0,6,University of Wisconsin-Whitewater
"DENDRITECH, INC",1247684.0,6,"DENDRITECH, INC"
"Containerless Research, Inc.",1399997.0,6,"Containerless Research, Inc."
DEPT OF STATE,1206530.0,6,DEPT OF STATE
NMBJNJM7TJ24,1398363.0,6,Glendale Community College
LABTNV8MK6M6,1274938.0,6,Advanced Ceramics Manufacturing
VWK1LAUK4QJ9,1078408.0,6,Carroll College
NLG9DS1TAJ58,849991.0,6,ESPIN TECHNOLOGIES INC
FBGLMR24NUZ1,2044134.0,6,Ocean Genome Legacy
E41PH2FF1LM8,1713019.0,6,Fresno City College
N7C4VRXZ4MZ9,1281181.0,6,"BioQUEST Curriculum Consortium, Inc"
Marist College,2087627.0,6,Marist College
LGMJYLCKDC78,449999.0,6,Media and Process Technology Inc.
CMABN15FJLX3,9053799.0,6,Institute of Global Environment and Society
University of San Diego,2701019.0,6,University of San Diego
JM8NVTASKYP5,118668.0,6,American Ceramic Society
NKMBPAQ23N69,8297740.0,6,Mozilla Foundation
MJ9CKD1MK8P7,4066364.0,6,Riverside Community College District/Riverside City College
DJ6SE47SNJK1,4459627.0,6,Little Priest Tribal College
Hans Tech,650000.0,6,Hans Tech
JNPJLW67ZVP4,945265.0,6,Sealaska Heritage Institute
LRMVXX1DKFF3,2940132.0,6,American Political Science Association
LUKXR6X3J5K8,1871301.0,6,Joliet Junior College
CKN8UJ5FJWD3,1298774.0,6,Performance Polymer Solutions Inc.
KMULKMS8G9T8,4921533.0,6,OKLAHOMA STATE REGENTS FOR HIGHER EDUCATION
F5TBB2BJTC26,1785872.0,6,Central Caribbean Marine Institute
VMATQ3VAK1S8,796452.0,6,"Convergent Engineering, Inc"
Bioo Scientific Corporation,2050000.0,6,Bioo Scientific Corporation
JHJ7RMZ16834,1726448.0,6,Desert Botanical Garden
EC93ZNLMVRP9,2985394.0,6,U of Kentucky Madisonville Community College
Northwestern University at Chicago,1249051.0,6,Northwestern University at Chicago
T2Z5UMMFJ9Z8,949567.0,6,"PHOTODIGM, INC"
N1SSK43FCY13,4411733.0,6,Center for Open Science
Z8KVZV3DR7J4,1500000.0,6,"Advanced Cooling Technologies, Inc."
ZMG1FJD9SQ64,2605538.0,6,Protabit LLC
LVWLKDJURJL1,1300000.0,6,BlueRISC Labs
GXG3RBBQ1ZE4,3826178.0,6,Palm Beach State College
KL3KU62JFJ36,759924.0,6,National Postdoctoral Association
Y45MWN6YRAB1,250000.0,6,InnoSense LLC
T2HXT55KVA34,1249766.0,6,LUMARRAY LLC
GX8CDPXKNBF5,18595032.0,5,Astrophysical Research Consortium
GZ5TYTKN7XC6,1462607.0,5,"Calista Education and Culture, Inc."
WA41FYUAR7P5,522493.0,5,Prescott College
UH7LVT7VGGK5,1273925.0,5,American Indian Center of Chicago
MW6QTB8JL5J3,45000.0,5,"Society for Mathematical Psychology, Inc"
DVHKP4N619V9,1699059.0,5,H. Lee Moffitt Cancer Center and Research Institute Hospital Inc
WCXRFY6FGU46,5949944.0,5,Connecticut's Community-Tech Colleges' College of Technology
LGNXMMKD2ZL5,1849682.0,5,Triad Interactive Media
American Association of University Women,1679658.0,5,American Association of University Women
LFSJVHS7BTQ1,4640972.0,5,"Universidad del Sagrado Corazon, Inc."
GX6ELAY5M4N9,664998.0,5,Spaulding Rehabilitation Hospital
UE5KCLMVSHU1,3328609.0,5,MGH Institute of Health Professions
W6HLW81GNLZ5,1600000.0,5,"Techno-Sciences, Inc."
GY7YCJVFXK67,134109.0,5,The Delaware Tribe
NEYTKEM6HN99,2139341.0,5,Lehigh Carbon Community College
DQ2ELDNJH436,3647248.0,5,International Seismological Centre
M41NHZKEKV93,1073691.0,5,Chicago Academy of Sciences
WBN8EADUR4H9,1579122.0,5,Nazareth College of Rochester
WE9WMRSHJH25,1932423.0,5,"PolyK Technologies, LLC"
DS3WL6CGDN57,843370.0,5,Society For American Archaeology
Salish Kootenai College,607965.0,5,Salish Kootenai College
N8CQNLSSAZY4,963692.0,5,Spectral Sciences Inc
GTFSX242ZGX8,2273134.0,5,Los Angeles Pierce College
YPJCAUX4L6X1,2142690.0,5,Capitol College
LELKBMKKMWN4,5999749.0,5,Hudson Valley Community College
GWGDBN4PE928,1643883.0,5,"Quantum Applied Science &amp; Research, Inc."
LHCCMEWHTKK7,3212774.0,5,BENJAMIN FRANKLIN CUMMINGS INSTITUTE OF TECHNOLOGY
DUE3E75K1MJ3,524745.0,5,"Continuum Dynamics, Inc."
UBKMTWL8B8D5,799996.0,5,CHEMAT TECHNOLOGY INC
UHXRPL5G4FY3,1793562.0,5,Des Moines Area Community College
N95NB87SP444,1986399.0,5,American Association of Variable Star Observrs
GWJBBJ5NGYD7,2452162.0,5,Arizona Geological Survey
DRBFMHW137Z8,3504334.0,5,Institute for Global Environmental Strategies
Lyndon State College,623846.0,5,Lyndon State College
MentorNet,475568.0,5,MentorNet
F2M1YNYFKKL3,2227571.0,5,Knology Ltd.
NSP3K2HD2YL7,1351431.0,5,Motlow State Community College
TJFZLPP6NYL6,3487675.0,5,FRED HUTCHINSON CANCER CENTER
N4FUN5A9WCN8,3858733.0,5,Leech Lake Tribal College
THE ATHENA GROUP INC,999754.0,5,THE ATHENA GROUP INC
VISTA ENGINEERING INC,848479.0,5,VISTA ENGINEERING INC
TALKING LIGHTS LLC,600000.0,5,TALKING LIGHTS LLC
EHSSFPJKLEN5,2274800.0,5,Sinovia Technologies
M8MPNYF7VLM2,2630128.0,5,Shoreline Community College
Arctic Research Commission,5069600.0,5,Arctic Research Commission
NOVAWAVE TECHNOLOGIES,300000.0,5,NOVAWAVE TECHNOLOGIES
Augsburg University,729944.0,5,Augsburg University
VLM7RAR39DU1,1522912.0,5,St Louis Science Center
W6C9RW2RPXL9,3229262.0,5,Chicago Zoological Society
LY5SM6FGGLT5,3630283.0,5,North Dakota State College of Science
F34BUS8GBPM6,1904938.0,5,Baton Rouge Community College
F3JKS4BK7SY6,12488081.0,5,Tunxis Community-Technical College
NOAA Office of Global Programs,1309662.0,5,NOAA Office of Global Programs
F4NFSLLKSKP8,875000.0,5,"INSITUTEC, INC."
F67SDLWMJH17,700520.0,5,Theiss Research
F6PRFZC29131,1474549.0,5,Vaughn College of Aeronautics and Technology
Yeshiva University,1044269.0,5,Yeshiva University
Z8W4R9538GG6,899112.0,5,"LaunchPoint Technologies, Inc."
DE3EFSCXQEE9,953830.0,5,University of Kansas Medical Center
E83TCL2AL8M8,4840078.0,5,Maryland Science Center
D9N4MUHLQES3,275716.0,5,Whittier College
VFR2V81FJLA7,1371511.0,5,Virginia Military Institute Research Laboratories
D9H4X2GC96J6,2266156.0,5,Oral Roberts University
TLNRB8QBKZR6,3212340.0,5,Le Moyne-Owen College
D5J7RE1JDLX3,3859369.0,5,City Colleges of Chicago Harold Washington College
Z3BBX7KX4WU5,455871.0,5,"HYPRES, Inc."
NG4DRLEQ39J1,1641874.0,5,Flathead Valley Community College
Z3KMZ212SL85,1786403.0,5,Utah State University Research Foundation
ETG7ZN6VCEC7,1872609.0,5,Hubbard Brook Research Foundation
Z1JEZBEACEK9,1865580.0,5,Spartanburg Community College
"ASL Analytical, Inc.",1549625.0,5,"ASL Analytical, Inc."
D1ZKMKNLGM25,2304966.0,5,University of Lynchburg
D1YKDAN76UL6,1058449.0,5,"Tiger Optics, LLC"
D6MLK34UKWD5,1976295.0,5,Alma College
EN21ZJ5KXAF8,4510829.0,5,Central New Mexico Community College
"LessonLab, Inc.",1997365.0,5,"LessonLab, Inc."
TXXKJMJ4TLC1,1593525.0,5,Rhode Island School of Design
Cyber Materials Solutions,241137.0,5,Cyber Materials Solutions
Lincoln University,3052428.0,5,Lincoln University
Earth and Space Research,630987.0,5,Earth and Space Research
Z4JZCMG8Y6E9,1099920.0,5,Alpha Universe LLC
NUJSNDLH8RC3,507079.0,5,"Sigma Xi, The Scientific Research Honor Society, Inc."
V5C5JLKMRWU4,1350000.0,5,"Manus Biosynthesis, Inc."
N48NWM27W7R3,1313917.0,5,Connecticut Agricultural Experiment Station
TNQMP46NDSL1,1262740.0,5,Azusa Pacific University
TNGGH3HTS9K6,800000.0,5,"OG TECHNOLOGIES, INC"
TLRWUDX43MB6,3364149.0,5,Yakima Valley Community College
DEPT OF HEALTH AND HUMAN SERVICES,137823.0,5,DEPT OF HEALTH AND HUMAN SERVICES
ZA5MNASDKUN3,918264.0,5,Presbyterian College
F8HCMKQKP143,1200000.0,5,REACTION ENGINEERING INTERNATIONAL
"Sommer Materials Research, Inc.",849300.0,5,"Sommer Materials Research, Inc."
Fourth Wave Imaging Corporation,1693302.0,5,Fourth Wave Imaging Corporation
ZMV7BMFC5KV9,3386634.0,5,Nebraska Indian Community College
NJMRFNGFDAC5,949961.0,5,Lenterra Inc
G4RMLYE7WAN7,347409.0,5,Little Big Horn College
LLGWLB7MFAC1,2004757.0,5,National Audubon Society
G66GWYFLCLN1,335883.0,5,The College of Exploration
MXW6GLTCA7L7,620381.0,5,Association Research Libraries
ZDQGHLF7SLU5,173500.0,5,Genetics Society of America
"United Environment & Energy, LLC",649989.0,5,"United Environment & Energy, LLC"
G8AVR5LUD8M5,362034.0,5,Babson College
G8ECAMD9YGC4,991861.0,5,Drury University
G963ULKMXWM8,247123.0,5,Xradia
ZDZFVAN3JAU5,196764.0,5,"Nanomix, Inc."
YV71BZMVX1F6,1264405.0,5,Ecovative Design LLC
Department of Energy Albuquerque Operations Office,583441.0,5,Department of Energy Albuquerque Operations Office
GB3JMTLL4MS8,1206147.0,5,Santa Fe Community College
Department of Education National Center for Education Statistics,1679898.0,5,Department of Education National Center for Education Statistics
W3NJNTKTT6S3,2492947.0,5,Samford University
NJB9C83XPY15,2380717.0,5,Kepley Biosystems Incorporated
ZEWENXMMYDK5,599250.0,5,EndoShape Inc
"Shasta Crystals, Inc.",950000.0,5,"Shasta Crystals, Inc."
GH9JCQJHWE74,399996.0,5,"Plastic Flow, LLC"
U8UTU49CWVC5,1367010.0,5,"University of California, Hastings College of the Law"
ZD5ZBMA99Z25,1130132.0,5,Houston Baptist University
NJQMLNG5L8A5,1240214.0,5,UNITED STATES DEPT OF GEOLOGICAL SURVEY
FBWJGR5FGMM9,3414286.0,5,Westfield State College
"U.S. Coast Guard, Department of Homeland Security",11770514.0,5,"U.S. Coast Guard, Department of Homeland Security"
FBY5DR99VMM3,549935.0,5,NEI CORPORATION
"Mytek, LLC",750000.0,5,"Mytek, LLC"
NFFLPSHMNJN4,1514059.0,5,Western University of Health Sciences
DGXAZ2M51UL3,1444100.0,5,Avila University
FE2HY976FJW7,1194620.0,5,"Adelphi Technology, Inc"
Absorbent Materials Company LLC,1486245.0,5,Absorbent Materials Company LLC
DHJPU2QYVQK7,950000.0,5,MICROLINK DEVICES INC
NKLRF8FMCXB4,899991.0,5,"CHIRAL PHOTONICS, INC"
FHQRC5Q7XUU8,27000.0,5,FEDERAL LAW ENFORCEMENT TRAINING CENTER
LSJFYGPJN6H5,1997202.0,5,Arapahoe Community College
FLYRW2492AJ5,710536.0,5,"The Learning Chameleon, Inc."
FN6JKHVFPPC3,1284212.0,5,Alaska SeaLife Center
"Dot Metrics Technologies, Inc.",748253.0,5,"Dot Metrics Technologies, Inc."
LQVVB9T3N9L6,2169865.0,5,Loggerhead Instruments
BLUEINGREEN,774979.0,5,BLUEINGREEN
Donald Danforth Plant Science Center,2004987.0,5,Donald Danforth Plant Science Center
DK9MKVC96A47,1912856.0,5,Campbell University
Triune Systems,1299589.0,5,Triune Systems
FTMQYPJFCRB3,4012595.0,5,Digital Harbor Foundation
FZN1RSDYG5Q5,3104715.0,5,Jim Metzner Productions Inc
Fairfield University,918831.0,5,Fairfield University
St Louis Community College Administrative Center,1515866.0,5,St Louis Community College Administrative Center
"First Point Scientific, Inc.",699981.0,5,"First Point Scientific, Inc."
GXLNRB6ZFNB7,1092908.0,5,Nitek Incorporated
DW1XZMGNFBL4,2566056.0,5,Wistar Institute
RCXTL4Y6L9L9,849997.0,5,INFRAMAT CORP
Q6ANYL42TD27,3058915.0,5,Dominican University
"Innovative Scheduling Systems, Inc.",300000.0,5,"Innovative Scheduling Systems, Inc."
Innovative Energy Solution,649998.0,5,Innovative Energy Solution
CBXRSPNRF8F9,1759894.0,5,"GRAMMATECH, INC."
NASA,635901.0,5,NASA
"Bioprocessing Innovative Company, Inc.",600000.0,5,"Bioprocessing Innovative Company, Inc."
Phifer Smith Corporation,299996.0,5,Phifer Smith Corporation
H55KC6AEAS18,265322.0,5,New England Complex Systems Institute
RPHKMZZNJN93,1497906.0,5,Metropolitan State University
X1ZXL81Y8E18,532629.0,5,ABT Associates Inc
R9HCGYUHLZ25,2466630.0,5,Tallahassee Community College
"InPore Technologies, Inc.",900000.0,5,"InPore Technologies, Inc."
RAINDROP GEOMAGIC INC,789179.0,5,RAINDROP GEOMAGIC INC
MCKWJYCWNVN3,4006991.0,5,McLean Hospital
MNMULDBNSGZ3,368680.0,5,Society of Wetland Scientists
KNHTCUCMELZ5,1200663.0,5,Midwestern State University
HLL3FPWKBJK3,1098963.0,5,"Mound Laser & Photonics Center, Inc."
H3JREJ2DMCD9,338959.0,5,Q-Track Corporation
HLX6JNDBDGF9,1577888.0,5,Bettergy Corp.
RUMAJ7ELJG96,549870.0,5,ASPEN AEROGELS INC
KXLTFJV4GQ41,684370.0,5,Milwaukee Public Museum
L8NGYMXQN9H6,950000.0,5,"Fairfield Crystal Technology, LLC"
MF1NVSFMM8L3,451029.0,5,Geological Survey-Menlo Park
CBH2KGAWD9N8,798678.0,5,"Evolutionary Genomics, LLC"
Westat Inc,1983793.0,5,Westat Inc
HMA4XMKDW167,3520325.0,5,Central Community College
L9SNJEY728V3,1298980.0,5,LUCIGEN CORPORATION
KENT SEATECH CORPORATION,849360.0,5,KENT SEATECH CORPORATION
YJ9XVUTKJ1T9,4085802.0,5,Gannon University
LB25NLD3N9J5,754015.0,5,Bay Mills Community College
"Cape Cod Research, Inc.",898483.0,5,"Cape Cod Research, Inc."
R4GQEY99YZ29,1100000.0,5,XRSciences LLC
QFHXJFV1UH78,2334546.0,5,Mount St. Mary's University
CKMUGZUDB4J3,4669971.0,5,Cheyney University of Pennsylvania
XCK6E6K61HN1,2705778.0,5,College of Mount Saint Vincent
K1J7WGC8XSC9,1049617.0,5,"Institute for Disabilities Research and Training, Inc."
MH7CJGBKGQ15,2112807.0,5,King's College
JK17K7JAWF89,249561.0,5,AGILE MIND INC
RHN6A3PEC8A7,2312169.0,5,Fitchburg State University
Berkeley Geochronology Center,708107.0,5,Berkeley Geochronology Center
KTACX1RJDZM4,1987527.0,5,"Viterbo University, Inc."
CXFQHTFBKC57,6908729.0,5,RG Research Group
CHZKP2RC6HA7,1987426.0,5,Jacksonville University
PLF9KX4UNHK3,769119.0,5,Bennett College
RHAVTVGK6GX8,5318362.0,5,Finger Lakes Community College
CJAAYN7JEPJ4,3777320.0,5,Santa Monica College
JJMWGEMMLTM7,7559420.0,5,"Young People's Project, Inc."
JJNCL1H3NJQ1,1501543.0,5,Riverside Community College District
HFFKTQ3KDPC1,1653012.0,5,Sustainable Horizons Institute
HF6QMS8UYJK1,1672969.0,5,Meredith College
CZ87WJC9JFJ5,2616629.0,5,Southwestern Indian Polytechnic Institute
KMQBNL3B85Z6,8322321.0,5,Giant Screen Films
ZTXJXKXGF5S3,2266829.0,5,Mitchell Hamline School of Law
L2VEFMV5NJK3,1647646.0,5,"Resensys, LLC"
QGZ1JJJUDEZ8,819498.0,5,Boulder Language Technologies
S6X8FST9JAM7,449665.0,5,OCEANIT LABORATORIES INC
HA96NDV2J3L5,848018.0,5,"Innovative Surface Technologies, Inc."
KMGEN62NKEM9,24859250.0,5,University System of Maryland
CFNFM43624X3,1597203.0,5,Pittsburg State University
PHYSICAL OPTICS CORPORATION,1299976.0,5,PHYSICAL OPTICS CORPORATION
CK9CNLPNKLK5,808102.0,5,"Liberty University, Inc."
K8F4C6VG5MX5,1749607.0,5,Saint Mary's University of Minnesota
NATNB832MGQ1,15636866.0,5,Northland Community & Technical College
CKCJMUDBV7W5,849980.0,5,NEW SPAN OPTOTECHINOLOGY INC
"NANOMECH, LLC",347244.0,5,"NANOMECH, LLC"
S8LXMMGHNMG9,1209229.0,5,El Paso County Community College
"PHOENIX SCIENCE & TECHNOLOGY, INC.",788239.0,5,"PHOENIX SCIENCE & TECHNOLOGY, INC."
BioSense Technologies Inc.,700000.0,5,BioSense Technologies Inc.
L3NZKAZV5XP7,488023.0,5,Southern Polytechnic State University
"QM Power, Inc",1204761.0,5,"QM Power, Inc"
SML4TMRCDJL1,1934006.0,5,Maryville College
JQP9BUWF5DN9,3301039.0,5,Rio Hondo College
SPX4S74GMU86,1220280.0,5,Rehabtek LLC
WQVHRTPZL4E8,1702257.0,5,Raritan Valley Community College
Helio Research,1691196.0,5,Helio Research
KHMCDWQ3LHZ3,1611518.0,5,Howard Community College
HPX4PC9TMCV5,1350000.0,5,MATECH Advanced Materials
NANOSCALE MATERIALS INC,1199807.0,5,NANOSCALE MATERIALS INC
J2C1L4XGDND7,3101913.0,5,Detroit Area Pre-College Engineering Program Inc
"PREDICTION SCIENCES, LLC",1298822.0,5,"PREDICTION SCIENCES, LLC"
XD3NHQWK3DJ8,1690245.0,5,UTAH TECH UNIVERSITY
KHGNTCUW68L3,1672165.0,5,Metropolitan Museum of Art
JCT6K9FLNPV3,4775563.0,5,Central Oregon Community College
PYMENBZNN726,2493950.0,5,Community College District 502
KGP6EXJ2DEM1,1647393.0,5,University of La Verne
J5HCUVDHHPA6,2129088.0,5,Appalachian College Association
SQKAJJMZ2B42,1386527.0,5,Eastern New Mexico University Main Campus
ZQ8MXL2GJ4C4,175997.0,5,Western Connecticut State University
HY7SGWC5EWF9,653605.0,5,Abilene Christian University
C2QYJSTXRCN9,6006906.0,5,Tohono O'odham Community College
MPLTJBH6XCA4,2784315.0,5,Cuyahoga Community College
HOTECH INC,900000.0,5,HOTECH INC
HRDLJHEN7A31,1354656.0,5,SUNY Empire State College
C4HZL1TMKJU4,951159.0,5,National Tropical Botanical Garden
Q9DFEB82TQN5,3095875.0,5,North Central College
KH6NJ6ND8737,4658418.0,5,The J. David Gladstone Institutes
C28HBL3SKH87,800000.0,5,QuantTera
NDJWL4B889T5,268282.0,5,"Front Range Scientific Computations, Inc."
"Grandis, Inc",293853.0,5,"Grandis, Inc"
PA23NZMKS6F2,2948150.0,5,Southern Regional Education Board
CNSNH6LM6NY7,2387771.0,5,Erie Community College
C56ELSZ73FV5,1108189.0,5,SPLIT ENGINEERING LLC
JSAVQFD9WEX8,1338824.0,5,"Sustainable Innovations, Inc."
JW7YN4NDAHC1,1233504.0,5,"California State University, Trustees"
"Romny Scientific, Inc.",799893.0,5,"Romny Scientific, Inc."
"XW, LLC",1300000.0,5,"XW, LLC"
RLV1WRJF1SK3,1491147.0,4,"BRIGHTON TECHNOLOGIES GROUP, INC"
VQYEHLEFZ6G5,450000.0,4,Photon Energy Technology
FM7LU9EBRZ46,1852295.0,4,Rose State College
JL9YTWNLDM14,1402275.0,4,Pellissippi State Community College
CK9WXK8UT7B3,1819987.0,4,Piedmont Technical College
F6GULVFKKQA6,1709015.0,4,Johnston Community College
RM67U4A5X7E3,1748032.0,4,Wesleyan College
ZBS2LJQK34K5,1875000.0,4,"Radial Analytics, Inc."
CJZ3DUCWUH61,598754.0,4,Saint Anselm College
PARADIGM OPTICS INCORPORATED,1199620.0,4,PARADIGM OPTICS INCORPORATED
"Reactive Innovations, LLC",699963.0,4,"Reactive Innovations, LLC"
F686GK1KEWF5,2733903.0,4,Nassau Community College
LRVUDJXEMUC4,766784.0,4,Lymba Corporation
XP5MJA6GL8B7,1162526.0,4,Innovations for Poverty Action
KQED Inc,7328621.0,4,KQED Inc
HWBREWLWRCK5,1199995.0,4,"INFINIUM, Inc."
NANOSCIENCES CORP,400000.0,4,NANOSCIENCES CORP
KQJLB18MFUU3,436148.0,4,Brechtel Manufacturing Incorporated
Austin Peay State University,1195662.0,4,Austin Peay State University
University of Guam,454849.0,4,University of Guam
DFXEDH2E6R43,1751228.0,4,"ARGIL, INC."
QBLWE2VVJ4N1,346000.0,4,Department of Justice
JL6ZMGQCB2U6,799542.0,4,Language Computer Corporation
T3B4DWYVH7L5,395723.0,4,Oklahoma State University Center for Health Sciences
RJB5GKJBUY15,2864212.0,4,Shepherd University
E4SCXA5JQUW5,749715.0,4,"TRANSPARENT MATERIALS, LLC"
F57GLSHQHYV5,949636.0,4,NOHMS Technologies
